# HVACIDA 气象数据库(GB 50736-2012 附录A 表A 室外空气计算参数)
# 源文件: 各省市室外空气参数.md
# 源文件 SHA256: 36c4e4255a1becc55c044222d596e14382f5aa7d0cec93c497906a1b967942d4
# 源文件字节数: 257361
# 台站数: 294
# 重新生成: python tools/weatherdb/build_weather_db.py
# 本文件是生成物,不要手改;改数据请改源文件后重跑生成器
# (门禁 tools/weatherdb/check-weather-db-sync.ps1 会校验源文件 SHA256 与台站数)。
station_id,province,city,station_name,latitude,longitude,elevation_m,stats_period,annual_mean_temp_c,heating_outdoor_c,winter_vent_outdoor_c,winter_ac_outdoor_c,winter_ac_rh_pct,summer_ac_dry_bulb_c,summer_ac_wet_bulb_c,summer_vent_dry_bulb_c,summer_vent_rh_pct,summer_ac_daily_mean_c,winter_atm_pressure_hpa,summer_atm_pressure_hpa,extreme_max_c,extreme_min_c,max_frost_depth_cm,winter_sunshine_pct
57091,河南,开封,开封,34°46',114°23',72.5,1971~2000,14.2,-3.9,0,-6,63,34.4,27.6,30.7,66,30,1018.2,996.8,42.5,-16,26,46
57073,河南,洛阳,洛阳,34°38',112°28',137.1,1971~1990,14.7,-3,0.8,-5.1,59,35.4,26.9,31.3,63,30.5,1009,988.2,41.7,-15,20,49
53986,河南,新乡,新乡,35°19',113°53',72.7,1971~2000,14.2,-3.9,-0.2,-5.8,61,34.4,27.6,30.5,65,29.8,1017.9,996.6,42,-19.2,21,49
53898,河南,安阳,安阳,36°07',114°22',75.5,1971~2000,14.1,-4.7,-0.9,-7,60,34.7,27.3,31,63,30.2,1017.9,996.6,41.5,-17.3,35,47
57051,河南,三门峡,三门峡,34°48',111°12',409.9,1971~2000,13.9,-3.8,-0.3,-6.2,55,34.8,25.7,30.3,59,30.1,977.6,959.3,40.2,-12.8,32,48
57178,河南,南阳,南阳,33°02',112°35',129.2,1971~2000,14.9,-2.1,1.4,-4.5,70,34.3,27.8,30.5,69,30.1,1011.2,990.4,41.4,-17.5,10,39
58005,河南,商丘,商丘,34°27',115°40',50.1,1971~2000,14.1,-4,-0.1,-6.3,69,34.6,27.9,30.8,67,30.2,1020.8,999.4,41.3,-15.4,18,46
57297,河南,信阳,信阳,32°08',114°03',114.5,1971~2000,15.3,-2.1,2.2,-4.6,72,34.5,27.6,30.7,68,30.9,1014.3,993.4,40,-16.6,,42
57089,河南,许昌,许昌,34°01',113°51',66.8,1971~2000,14.5,-3.2,0.7,-5.5,64,35.1,27.9,30.9,66,30.3,1018.6,997.2,41.9,-19.6,15,43
57290,河南,驻马店,驻马店,33°00',114°01',82.7,1971~2000,14.9,-2.9,1.3,-5.5,69,35,27.8,30.9,67,30.7,1016.7,995.4,40.6,-18.1,14,42
57193,河南,周口,西华,33°47',114°31',52.6,1971~2000,14.4,-3.2,0.6,-5.7,68,35,28.1,30.9,67,30.2,1020.6,999,41.9,-17.4,12,45
57494,湖北,武汉,武汉,30°37',114°08',23.1,1971~2000,16.6,-0.3,3.7,-2.6,77,35.2,28.4,32,67,32,1023.5,1002.1,39.3,-18.1,9,37
58407,湖北,黄石,黄石,30°15',115°03',19.6,1971~2000,17.1,0.7,4.5,-1.4,79,35.8,28.3,32.5,65,32.5,1023.4,1002.5,40.2,-10.5,7,34
57461,湖北,宜昌,宜昌,30°42',111°18',133.1,1971~2000,16.8,0.9,4.9,-1.1,74,35.6,27.8,31.8,66,31.1,1010.4,990,40.4,-9.8,,27
57447,湖北,恩施州,恩施,30°17',109°28',457.1,1971~2000,16.2,2,5,0.4,84,34.3,26,31,57,29.6,970.3,954.6,40.3,-12.3,,14
57476,湖北,荆州,荆州,30°20',112°11',32.6,1971~2000,16.5,0.3,4.1,-1.9,77,34.7,28.5,31.4,70,31.1,1022.4,1000.9,38.6,-14.9,5,31
57279,湖北,襄樊,枣阳,30°09',112°45',125.5,1971~2000,15.6,-1.6,2.4,-3.7,71,34.7,27.6,31.2,66,31,1011.4,990.8,40.7,-15.1,,40
57378,湖北,荆门,钟祥,30°10',112°34',65.8,1971~2000,16.1,-0.5,3.5,-2.4,74,34.5,28.2,31,70,31,1018.7,997.5,38.6,-15.3,6,37
57259,湖北,十堰,房县,30°02',110°46',426.9,1971~2000,14.3,-1.5,1.9,-3.4,71,34.4,26.3,30.3,63,28.9,974.1,956.8,41.4,-17.6,,35
57399,湖北,黄冈,麻城,31°11',115°01',59.3,1971~2000,16.3,-0.4,3.5,-2.5,74,35.5,28,32.1,65,31.6,1019.5,998.8,39.8,-15.3,5,42
57583,湖北,咸宁,嘉鱼,29°59',113°55',36,1971~2000,17.1,0.3,4.4,-2,79,35.7,28.5,32.3,65,32.4,1022.1,1000.9,39.4,-12,,34
57385,湖北,随州,广水,31°37',113°49',93.3,1971~2000,15.8,-1.1,2.7,-3.5,71,34.9,28,31.4,67,31.1,1015,994.1,39.8,-16,,41
57679,湖南,长沙,马坡岭,28°12',113°05',44.9,1972~1986,17,0.3,4.6,-1.9,83,35.8,27.7,32.9,61,31.6,1019.6,999.2,39.7,-11.3,,26
57662,湖南,常德,常德,29°03',111°41',35,1971~2000,16.9,0.6,4.7,-1.6,80,35.4,28.6,31.9,66,32,1022.3,1000.8,40.1,-13.2,,27
57872,湖南,衡阳,衡阳,26°54',112°36',104.7,1971~2000,18,1.2,5.9,-0.9,81,36,27.7,33.2,58,32.4,1012.6,993,40,-7.9,,23
57766,湖南,邵阳,邵阳,27°14',111°28',248.6,1971~2000,17.1,0.8,5.2,-1.2,80,34.8,26.8,31.9,62,30.9,995.1,976.9,39.5,-10.5,5,23
57584,湖南,岳阳,岳阳,29°23',113°05',53,1971~2000,17.2,0.4,4.8,-2,78,34.1,28.3,31,72,32.2,1019.5,998.7,39.3,-11.4,2,29
57972,湖南,郴州,郴州,25°48',113°02',184.9,1971~2000,18,1,6.2,-1.1,84,35.6,26.7,32.9,55,31.7,1002.2,984.3,40.5,-6.8,,21
57554,湖南,张家界,桑植,29°24',110°10',322.2,1971~2000,16.2,1,4.7,0.9,78,34.7,26.9,31.3,66,30,987.3,969.2,40.7,-10.2,,17
57671,湖南,益阳,沅江,28°51',112°22',36.0,1971~2000,17,0.6,4.7,-1.6,81,35.1,28.4,31.7,67,32,1021.5,1000.4,38.9,-11.2,,27
57866,湖南,永州,零陵,26°14',111°37',172.6,1971~2000,17.8,1,6,-1,81,34.9,26.9,32.1,60,31.3,1012.6,993,39.7,-7,,23
57745,湖南,怀化,芷江,27°27',109°41',272.2,1971~2000,16.5,0.8,4.9,-1.1,80,34,26.8,31.2,66,29.7,991.9,974,39.1,-11.5,,19
57774,湖南,娄底,双峰,27°27',112°10',100,1971~2000,17,0.6,4.8,-1.6,82,35.6,27.5,32.7,60,31.5,1013.2,993.4,39.7,-11.7,,24
57649,湖南,湘西州,吉首,28°19',109°44',208.4,1971~2000,16.6,1.3,5.1,-0.6,79,34.8,27,31.7,64,30,1000.5,981.3,40.2,-7.5,,18
59287,广东,广州,广州,23°10',113°20',41.7,1971~2000,22,8,13.6,5.2,72,34.2,27.8,31.8,68,30.7,1019,1004,38.1,0,,36
59658,广东,湛江,湛江,21°13',110°24',25.3,1971~2000,23.3,10,15.9,7.5,81,33.9,28.1,31.5,70,30.8,1015.5,1001.3,38.1,2.8,,34
59316,广东,汕头,汕头,23°24',116°41',1.1,1971~2000,21.5,9.4,13.8,7.1,78,33.2,27.7,30.9,72,30,1020.2,1005.7,38.6,0.3,,42
59082,广东,韶关,韶关,24°41',113°36',60.7,1971~2000,20.4,5,10.2,2.6,75,35.4,27.3,33,60,31.2,1014.5,997.6,40.3,-4.3,,30
59663,广东,阳江,阳江,21°52',111°58',23.3,1971~2000,22.5,9.4,15.1,6.8,74,33,27.8,30.7,74,29.9,1016.9,1002.6,37.5,2.2,,37
59493,广东,深圳,深圳,22°33',114°06',18.2,1971~2000,22.6,9.2,14.9,6,72,33.7,27.5,31.2,70,30.5,1016.6,1002.4,38.7,1.7,,43
59478,广东,江门,台山,22°15',112°47',32.7,1971~2000,22,8,13.9,5.2,75,33.6,27.6,31,71,29.9,1016.3,1001.8,37.3,1.6,,38
59456,广东,茂名,信宜,22°21',110°56',84.6,1971~2000,22.5,8.5,14.7,6,74,34.3,27.6,32,66,30.1,1009.3,995.2,37.8,1,,36
59278,广东,肇庆,高要,23°02',112°27',41,1971~2000,22.3,8.4,13.9,6,68,34.6,27.8,32.1,74,31.1,1019,1003.7,38.7,1,,35
59298,广东,惠州,惠阳,23°05',114°25',22.4,1971~2000,21.9,8,13.7,4.8,71,34.1,27.6,31.5,69,30.4,1017.9,1003.2,38.2,0.5,,42
59117,广东,梅州,梅州,24°16',116°06',87.8,1971~2000,21.3,6.7,12.4,4.3,77,35.1,27.2,32.7,60,30.6,1011.3,996.3,39.5,-3.3,,39
59501,广东,汕尾,汕尾,22°48',115°22',17.3,1971~2000,22.2,10.3,14.8,7.3,73,32.2,27.8,30.2,77,29.6,1019.3,1005.3,38.5,2.1,,42
59293,广东,河源,河源,23°44',114°41',40.6,1971~2000,21.5,6.9,12.7,3.9,70,34.5,27.5,32.1,65,30.4,1016.3,1000.9,39,-0.7,,41
59072,广东,清远,连州,24°47',112°23',98.3,1971~2000,19.6,4,9.1,1.8,77,35.1,27.4,32.7,61,30.6,1011.1,993.8,39.6,-3.4,,25
59317,广东,揭阳,惠来,23°02',116°18',12.9,1971~2000,21.9,10.3,14.5,8,74,32.8,27.6,30.7,74,29.6,1018.7,1004.6,38.4,1.5,,43
59431,广西,南宁,南宁,22°49',108°21',73.1,1971~2000,21.8,7.6,12.9,5.7,78,34.5,27.9,31.8,68,30.7,1011,995.5,39,-1.9,,25
59046,广西,柳州,柳州,24°21',109°24',96.8,1971~2000,20.7,5.1,10.4,3,75,34.8,27.5,32.4,65,31.4,1009.9,993.2,39.1,-1.3,,24
57957,广西,桂林,桂林,25°19',110°18',164.4,1971~2000,18.9,3,7.9,1.1,74,34.2,27.3,31.7,65,30.4,1003,986.1,38.5,-3.6,,24
59265,广西,梧州,梧州,23°29',111°18',114.8,1971~2000,21.1,6,11.9,3.6,76,34.8,27.9,32.5,65,30.5,1006.9,991.6,39.7,-1.5,,31
59644,广西,北海,北海,21°27′,109°08′,12.8,1971~2000,22.8,8.2,14.5,6.2,79,33.1,28.2,30.9,74,30.6,1017.3,1002.5,37.1,2,,34
59211,广西,百色,百色,23°54′,106°36′,173.5,1971~2000,22,8.8,13.4,7.1,76,36.1,27.9,32.7,65,31.3,998.8,983.6,42.2,0.1,,29
59632,广西,钦州,钦州,21°57',108°37',4.5,1971~2000,22.2,7.9,13.6,5.8,77,33.6,28.3,31.1,75,30.3,1019,1003.5,37.5,2,,27
59453,广西,玉林,玉林,22°39',110°10',81.8,1971~2000,21.8,7.1,13.1,5.1,79,34,27.8,31.7,68,30.3,1009.9,995,38.4,0.8,,29
59626,广西,防城港,东兴,21°32',107°58',22.1,1972~2000,22.6,10.5,15.1,8.6,81,33.5,28.5,30.9,77,29.9,1016.2,1001.4,38.1,3.3,,24
59023,广西,河池,河池,24°42',108°03',211,1971~2000,20.5,6.3,10.9,4.3,75,34.6,27.1,31.7,66,30.7,995.9,980.1,39.4,0,,21
59242,广西,来宾,来宾,23°45',109°14',84.9,1971~2000,20.8,5.5,10.8,3.6,75,34.6,27.7,32.2,66,30.8,1010.8,994.4,39.6,-1.6,,25
59065,广西,贺州,贺州,24°25',111°32',108.8,1971~2000,19.9,4,9.3,1.9,78,35,27.5,32.6,62,30.8,1009,992.4,39.5,-3.5,,26
59417,广西,崇左,龙州,22°20',106°51',128.8,1971~2000,22.2,9,14,7.3,79,35,28.1,32.1,68,30.9,1004,989,39.9,-0.2,,24
59758,海南,海口,海口,20°02',110°21',13.9,1971~2000,24.1,12.6,17.7,10.3,86,35.1,28.1,32.2,68,30.5,1016.4,1002.8,38.7,4.9,,34
59948,海南,三亚,三亚,18°14',109°31',5.9,1971~2000,25.8,17.9,21.6,15.8,73,32.8,28.1,31.3,73,30.2,1016.2,1005.6,35.9,5.1,,54
57515,重庆,重庆,重庆,29°31',106°29',351.1,1971~1986,17.7,4.1,7.2,2.2,83,35.5,26.5,31.7,59,32.3,980.6,963.8,40.2,-1.8,,7.5
57432,重庆,万州,万州,30°46',108°24',186.7,1971~2000,18,4.3,7,2.9,85,36.5,27.9,33,56,31.4,1001.1,982.3,42.1,-3.7,,12
57348,重庆,奉节,奉节,31°03',109°30',607.3,1971~2000,16.3,1.8,5.2,0,71,34.3,25.4,30.6,57,30.9,1018.7,997.5,39.6,-9.2,,22
56294,四川,成都,成都,30°40',104°01',506.1,1971~2000,16.1,2.7,5.6,1,83,31.8,26.4,28.5,73,27.9,963.7,948,36.7,-5.9,,17
57206,四川,广元,广元,32°26',105°51',492.4,1971~2000,16.1,2.2,5.2,0.5,64,33.3,25.8,29.5,64,28.8,965.4,949.4,37.9,-8.2,,24
56374,四川,甘孜州,康定,30°03',101°58',2615.7,1971~2000,7.1,-6.5,-2.2,-8.3,65,22.8,16.3,19.5,64,18.1,741.6,742.4,29.4,-14.1,,45
56492,四川,宜宾,宜宾,28°48',104°36',340.8,1971~2000,17.8,4.5,7.8,2.8,85,33.8,27.3,30.2,67,30,982.4,965.4,39.5,-1.7,,11
57411,四川,南充,南坪区,30°47',106°06',309.3,1971~2000,17.3,3.6,6.4,1.9,85,35.3,27.1,31.3,61,31.4,986.7,969.1,41.2,-3.4,,11
56571,四川,凉山州,西昌,27°54',102°16',1590.9,1971~2000,16.9,4.7,9.6,2,52,30.7,21.8,26.3,63,26.6,838.5,834.9,36.6,-3.8,,69
57405,四川,遂宁,遂宁,30°30',105°35',278.2,1971~2000,17.4,3.9,6.5,2,86,34.7,27.5,31.1,63,30.7,990,972,39.5,-3.8,,13
57504,四川,内江,内江,29°35',105°03',347.1,1971~2000,17.6,4.1,7.2,2.1,83,34.3,27.1,30.4,66,30.8,980.9,963.9,40.1,-2.7,,13
56386,四川,乐山,乐山,29°34',103°45',424.2,1971~2000,17.2,3.9,7.1,2.2,82,32.8,26.6,29.2,71,29,972.7,956.4,36.8,-2.9,,13
57602,四川,泸州,泸州,28°53',105°26',334.8,1971~2000,17.7,4.5,7.7,2.6,67,34.6,27.1,30.5,86,31,983,965.8,39.8,-1.9,,11
56196,四川,绵阳,绵阳,31°28',104°41',470.8,1971~2000,16.2,2.4,5.3,0.7,79,32.6,26.4,29.2,70,28.5,967.3,951.2,37.2,-7.3,,19
57328,四川,达州,达州,31°12',107°30',344.9,1971~2000,17.1,3.5,6.2,2.1,82,35.4,27.1,31.8,59,31,985,967.5,41.2,-4.5,,13
56287,四川,雅安,雅安,29°59',103°00',627.6,1971~2000,16.2,2.9,6.3,1.1,80,32.1,25.8,28.6,70,27.9,949.7,935.4,35.4,-3.9,,16
57313,四川,巴中,巴中,31°52',106°46',417.7,1971~2000,16.9,3.2,5.8,1.5,82,34.5,26.9,31.2,59,30.3,979.9,962.7,40.3,-5.3,,17
56298,四川,资阳,资阳,30°07',104°39',357,1971~1990,17.2,3.6,6.6,1.3,84,33.7,26.7,30.2,65,29.5,980.3,962.9,39.2,-4,,16
56172,四川,阿坝州,马尔康,31°54',102°14',2664.4,1971~2000,8.6,-4.1,-0.6,-6.1,48,27.3,17.3,22.4,53,19.3,733.3,734.7,34.5,-16,25,62
57816,贵州,贵阳,贵阳,26°35',106°43',1074.3,1971~2000,15.3,-0.3,5,-2.5,80,30.1,23,27.1,64,26.5,897.4,887.8,35.1,-7.3,,15
57713,贵州,遵义,遵义,27°42',106°53',843.9,1971~2000,15.3,0.3,4.5,-1.7,83,31.8,24.3,28.8,63,27.9,924,911.8,37.4,-7.1,,11
57707,贵州,毕节地区,毕节,27°18',105°17',1510.6,1971~2000,12.8,-1.7,2.7,-3.5,87,29.2,21.8,25.7,64,24.5,850.9,844.2,39.7,-11.3,,17
57806,贵州,安顺,安顺,26°15',105°55',1392.9,1971~2000,14.1,-1.1,4.3,-3,84,27.7,21.8,24.8,70,24.5,863.1,856,33.4,-7.6,,18
57741,贵州,铜仁地区,铜仁,27°43',109°11',279.7,1971~2000,17,1.4,5.5,-0.5,76,35.3,26.7,32.2,60,30.7,991.3,973.1,40.1,-9.2,,15
57902,贵州,黔西南州,兴仁,25°26',105°11',1378.5,1971~2000,15.3,0.6,6.3,-1.3,84,28.7,22.2,25.3,69,24.8,864.4,857.5,35.5,-6.2,,29
57916,贵州,黔南州,罗甸,25°26',106°46',440.3,1971~2000,19.6,5.5,10.2,3.7,73,34.5,,31.2,66,29.3,968.6,954.7,39.2,-2.7,,21
57825,贵州,黔东南州,凯里,26°36',107°59',720.3,1971~2000,15.7,-0.4,4.7,-2.3,80,32.1,24.5,29,64,28.3,938.3,925.2,37.5,-9.7,,16
56793,贵州,六盘水,盘县,25°47',104°37',1515.2,1971~2000,15.2,0.6,6.5,-1.4,79,29.3,21.6,25.5,65,24.7,849.6,843.8,35.1,-7.9,,33
56778,云南,昆明,昆明,25°01',102°41',1892.4,1971~2000,14.9,3.6,8.1,0.9,68,26.2,20,23,68,22.4,811.9,808.2,30.4,-7.8,,66
56748,云南,保山,保山,25°07',99°10',1653.5,1971~2000,15.9,6.6,8.5,5.6,69,27.1,20.9,24.2,67,23.1,835.7,830.3,32.3,-3.8,,74
56586,云南,昭通,昭通,27°21',103°43',1949.5,1971~2000,11.6,-3.1,2.2,-5.2,74,27.3,19.5,23.5,63,22.5,805.3,802,33.4,-10.6,,43
56651,云南,丽江,丽江,26°52',100°13',2392.4,1971~2000,12.7,3.1,6,1.3,46,25.6,18.1,22.3,59,21.3,762.6,761,32.3,-10.3,,77
56964,云南,普洱,思茅,22°47',100°58',1302.1,1971~2000,18.4,9.7,12.5,7,78,29.7,22.1,25.8,69,24,871.8,865.3,35.7,-2.5,,64
56985,云南,红河州,蒙自,23°23',103°23',1300.7,1971~2000,18.7,6.8,12.3,4.5,72,30.7,22,26.7,62,25.9,865,871.4,35.9,-3.9,,62
56959,云南,西双版纳州,景洪,22°00',100°47',582,1971~2000,22.4,13.3,16.5,10.5,85,34.7,25.7,30.4,67,28.5,951.3,942.7,41.1,1.9,,57
56994,云南,文山州,文山州,23°23',104°15',1271.6,1971~2000,18,5.6,11.1,3.4,77,30.4,22.1,26.7,63,25.5,875.4,868.2,35.9,-3,,50
56786,云南,曲靖,沾益,25°35',103°50',1898.7,1971~2000,14.4,1.1,7.4,-1.6,67,27,19.8,23.3,68,22.4,810.9,807.6,33.2,-9.2,,56
56875,云南,玉溪,玉溪,24°21',102°33',1636.7,1971~2000,15.9,5.5,8.9,3.4,73,28.2,20.8,24.5,66,23.2,837.2,832.1,32.6,-5.5,,61
56951,云南,临沧,临沧,23°53',100°05',1502.4,1971~2000,17.5,9.2,11.2,7.7,65,28.6,21.3,25.2,69,23.6,851.2,845.4,34.1,-1.3,,71
56768,云南,楚雄州,楚雄,25°01',101°32',1772,1971~2000,16,5.6,8.7,3.2,75,28,20.1,24.6,61,23.9,823.3,818.8,33,-4.8,,66
56751,云南,大理州,大理,25°42',100°11',1990.5,1971~2000,14.9,5.2,8.2,3.5,66,26.2,20.2,23.3,64,22.3,802,798.7,31.6,-4.2,,68
56838,云南,德宏州,瑞丽,24°01',97°51',776.6,1971~2000,20.3,10.9,13,9.9,78,31.4,24.5,27.5,72,26.4,927.6,918.6,36.4,1.4,,66
56741,云南,怒江州,泸水,25°59',98°49',1804.9,1971~2000,15.2,6.7,9.2,5.6,56,26.7,20,22.4,78,22.4,820.9,816.2,32.5,-0.5,,68
56543,云南,迪庆州,香格里拉,27°50',99°42',3276.1,1971~2000,5.9,-6.1,-3.2,-8.6,60,20.8,13.8,17.9,63,15.6,684.5,685.8,25.6,-27.4,25,72
55591,西藏,拉萨,拉萨,29°40',91°08',3648.7,1971~2000,8,-5.2,-1.6,-7.6,28,24.1,13.5,19.2,38,19.2,650.6,652.9,29.9,-16.5,19,77
56137,西藏,昌都地区,昌都,31°09',97°10',3306,1971~2000,7.6,-5.9,-2.3,-7.6,37,26.2,15.1,21.6,46,19.6,679.9,681.7,33.4,-20.7,81,63
55299,西藏,那曲地区,那曲,31°29',92°04',4507,1971~2000,-1.2,-17.8,-12.6,-21.9,40,17.2,9.1,13.3,52,11.5,583.9,589.1,24.2,-37.6,281,71
55578,西藏,日喀则地区,日喀则,29°15',88°53',3936,1971~2000,6.5,-7.3,-3.2,-9.1,28,22.6,13.4,18.9,40,17.1,636.1,638.5,28.5,-21.3,58,81
56312,西藏,林芝地区,林芝,29°40',94°20',2991.8,1971~2000,8.7,-2,0.5,-3.7,49,22.9,15.6,19.9,61,17.9,706.5,706.2,30.3,-13.7,13,57
55228,西藏,阿里地区,狮泉河,32°30',80°05',4278,1972~2000,0.4,-19.8,-12.4,-24.5,37,22,9.5,17,31,16.4,602,604.8,27.6,-36.6,,80
55690,西藏,山南地区,错那,27°59',91°57',9280,1971~2000,-0.3,-14.4,-9.9,-18.2,64,13.2,8.7,11.2,68,9,598.3,602.7,18.4,-37,86,77
57036,陕西,西安,西安,34°18',108°56',397.5,1971~2000,13.7,-3.4,-0.1,-5.7,66,35,25.8,30.6,58,30.7,979.1,959.8,41.8,-12.8,37,32
53845,陕西,延安,延安,36°36',109°30',958.5,1971~2000,9.9,-10.3,-5.5,-13.3,53,32.4,22.8,28.1,52,26.1,913.8,900.7,38.3,-23,77,61
57016,陕西,宝鸡,宝鸡,34°21',107°08',612.4,1971~2000,13.2,-3.4,0.1,-5.8,62,34.1,24.6,29.5,58,29.2,953.7,936.9,41.6,-16.1,29,40
57127,陕西,汉中,汉中,33°04',107°02',509.5,1971~2000,14.4,-0.1,2.4,-1.8,80,32.3,26,28.5,69,28.5,964.3,947.8,38.3,-10,8,27
53646,陕西,榆林,榆林,38°14',109°42',1057.5,1971~2000,8.3,-15.1,-9.4,-19.3,55,32.2,21.5,28,45,26.5,902.2,889.9,38.6,-30,148,64
57245,陕西,安康,安康,32°43',109°02',290.8,1971~2000,15.6,0.9,3.5,-0.9,71,35,26.8,30.5,64,30.7,990.6,971.7,41.3,-9.7,8,30
53947,陕西,铜川,铜川,35°05',109°04',978.9,1971~1999,10.6,-7.2,-3,-9.8,55,31.5,23,27.4,60,26.5,911.1,898.4,37.7,-21.8,53,58
57034,陕西,咸阳,武功,34°15',108°13',447.8,1971~2000,13.2,-3.6,-0.4,-5.9,67,34.3,,29.9,61,29.8,971.7,953.1,40.4,-19.4,24,42
57143,陕西,商洛,商州,33°52',109°58',742.2,1971~2000,12.8,-3.3,0.5,-5,59,32.9,24.3,28.6,56,27.6,937.7,923.3,39.9,-13.9,18,47
52889,甘肃,兰州,兰州,36°03,103°53',1517.2,1971~2000,9.8,-9,-5.3,-11.5,54,31.2,20.1,26.5,45,26,851.5,843.2,39.8,-19.7,98,53
52533,甘肃,酒泉,酒泉,39°46',98°29',1477.2,1971~2000,7.5,-14.5,-9,-18.5,53,30.5,19.6,26.3,39,24.8,856.3,847.2,36.6,-29.8,117,72
53915,甘肃,平凉,平凉,35°33',106°40',1346.6,1971~2000,8.8,-8.8,-4.6,-12.3,55,29.8,21.3,25.6,56,24,870,860.8,36,-24.3,48,60
57006,甘肃,天水,天水,34°35',105°45',1141.7,1971~2000,11,-5.7,-2,-8.4,62,30.8,21.8,26.9,55,25.9,892.4,881.2,38.2,-17.4,90,46
56096,甘肃,陇南,武都,33°24',104°55',1079.1,1971~2000,14.6,0,3.3,-2.3,51,32.6,22.3,28.3,52,28.5,898,887.3,38.6,-8.6,13,47
52652,甘肃,张掖,张掖,38°56',100°26',1482.7,1971~2000,7.3,-13.7,-9.3,-17.1,52,31.7,19.5,26.9,37,25.1,855.5,846.5,38.6,-28.2,113,74
52895,甘肃,白银,靖远,36°34',104°41',1398.2,1971~2000,9,-10.7,-6.9,-13.9,58,30.9,21,26.7,48,25.9,864.5,855,39.5,-24.3,86,66
52674,甘肃,金昌,永昌,38°14',101°58',1976.1,1971~2000,5,-14.8,-9.6,-18.2,45,27.3,17.2,23,45,20.6,802.8,798.9,35.1,-28.3,159,78
53923,甘肃,庆阳,西峰镇,35°44',107°38',1421,1971~2000,8.7,-9.6,-4.8,-12.9,53,28.7,20.6,24.6,57,24.3,861.8,853.5,36.4,-22.6,79,61
52986,甘肃,定西,临洮,35°22',103°52',1886.6,1971~2000,7.2,-11.3,-7,-15.2,62,27.7,19.2,23.3,55,22.1,812.6,808.1,36.1,-27.9,114,64
52679,甘肃,武威,武威,37°55',102°40',1530.9,1971~2000,7.9,-12.7,-7.8,-16.3,49,30.9,19.6,26.4,41,24.8,850.3,841.8,35.1,-28.3,141,75
52984,甘肃,临夏州,临夏,35°35',103°11',1917,1971~2000,7,-10.6,-6.7,-13.4,59,26.9,19.4,22.8,57,21.2,809.4,805.1,36.4,-24.7,85,63
56080,甘肃,甘南州,合作,35°00',102°54',2910.0,1971~2000,2.4,-13.8,-9.9,-16.6,49,22.3,14.5,17.9,54,15.9,713.2,716,30.4,-27.9,142,66
52866,青海,西宁,西宁,36°43',101°45',2295.2,1971~2000,6.1,-11.4,-7.4,-13.6,45,26.5,16.6,21.9,48,20.8,774.4,772.9,36.5,-24.9,123,68
56029,青海,玉树州,玉树,33°01',97°01',3681.2,1971~2000,3.2,-11.9,-7.6,-15.8,44,21.8,13.1,17.3,50,15.5,647.5,651.5,28.5,-27.6,104,60
52818,青海,海西州,格尔木,36°25',94°54',2807.3,1971~2000,5.3,-12.9,-9.1,-15.7,39,26.9,13.3,21.6,30,21.4,723.5,724,35.5,-26.9,84,72
56065,青海,黄南州,河南,34°44',101°36',8500,1972~2000,0,-18,-12.3,-22,55,19,12.4,14.9,58,13.2,663.1,668.4,26.2,-37.2,177,69
52856,青海,海南州,共和,36°16,100°37',2835,1971~2000,4,-14,-9.8,-16.6,43,24.6,14.8,19.8,48,19.3,720.1,721.8,33.7,-27.7,150,75
56046,青海,果洛州,达日,33°45',99°39',3967.5,1972~2000,-0.9,-18,-12.6,-21.1,53,17.3,10.9,13.4,57,12.1,624,630.1,23.3,-34,238,62
52657,青海,海北州,祁连,38°11',100°15',2787.4,1971~2000,1,-17.2,-13.2,-19.7,44,23,13.8,18.3,48,15.9,725.1,727.3,33.3,-32,250,73
52876,青海,海东地区,民和,36°19',102°51',1813.9,1971~2000,7.9,-10.5,-6.2,-13.4,51,28.8,19.4,24.5,50,23.3,820.3,815,37.2,-24.9,108,61
53614,宁夏,银川,银川,38°29',106°13',1111.4,1971~2000,9,-13.1,-7.9,-17.3,55,31.2,22.1,27.6,48,26.2,896.1,883.9,38.7,-27.7,88,68
53519,宁夏,石嘴山,惠农,39°13',106°46',1091.0,1971~2000,8.8,-13.6,-8.4,-17.4,50,31.8,21.5,28,42,26.8,898.2,885.7,38,-28.4,91,73
53810,宁夏,吴忠,同心,36°59',105°54',1343.9,1971~2000,9.1,-12,-7.1,-16,50,32.4,20.7,27.7,40,26.6,870.6,860.6,39,-27.1,130,72
53817,宁夏,固原,固原,36°00',106°16',1753.0,1971~2000,6.4,-13.2,-8.1,-17.3,56,27.7,19,23.2,54,22.2,826.8,821.1,34.6,-30.9,121,67
53704,宁夏,中卫,中卫,37°32',105°11',1225.7,1971~1990,8.7,-12.6,-7.5,-16.4,51,31,21.1,27.2,47,25.7,883,871.7,37.6,-29.2,66,72
51463,新疆,乌鲁木齐,乌鲁木齐,43°47',87°37',917.9,1971~2000,7,-19.7,-12.7,-23.7,78,33.5,18.2,27.5,34,28.3,924.6,911.2,42.1,-32.8,139,39
51243,新疆,克拉玛依,克拉玛依,45°37',84°51',449.5,1971~2000,8.6,-22.2,-15.4,-26.5,78,36.4,19.8,30.6,26,32.3,979,957.6,42.7,-34.3,192,47
